,text,intent_ovr
66572,you watch the movie,review
51534,was as entertaining as the final hour,review
68554,wo n't create a ruffle in what is already an erratic career,review
27817,trots out every ghost trick,review
25773,starts out bizarre,review
62887,from Robert Rodriguez,review
38721,"any of the signposts , as if",review
74692,can comfortably hold,review
60436,"funny , smart , visually inventive ,",review
2945,thinly-conceived movie .,review
21168,the sickly sweet gender normative narrative,review
58662,two main characters,review
15134,nicest possible way,review
63030,Schneider 's mugging,review
18588,Marvin Gaye or the Supremes the same way,review
26724,in genre cliches,review
65694,doing to us,review
42909,feels like a glossy rehash .,review
84455,himself a deft pace master and stylist,review
55148,A slam-bang extravaganza,review
35730,confused in Death to Smoochy into something both ugly and mindless,review
713,stoner midnight flick,review
25263,really talking to each other,review
10392,of a respectable summer blockbuster,review
65809,never manages to generate a single threat of suspense,review
34645,it 's awfully entertaining to watch .,review
15146,exercise in sham actor workshops and an affected malaise,review
52518,'s always enthralling,review
40830,make 105 minutes seem twice as long,review
70008,65-year-old Jack Nicholson,review
27532,a clear case,review
38836,the surprisingly shoddy makeup work,review
62342,good spaghetti western,review
29548,is the needlessly poor quality of its archival prints and film footage,review
25245,the broiling sun,review
1658,", all-enveloping movie experience",review
28870,"the ` qatsi ' trilogy ,",review
50549,Town and Country,review
16934,The film has a laundry list of minor shortcomings,review
14263,than we started with,review
27031,banal in its message and the choice of material,review
67947,"`` White Oleander , '' the movie ,",review
79918,everything Rob Reiner and,review
70060,for the National Basketball Association,review
73188,"race , and class",review
30020,in manipulation and mayhem,review
14014,The lively appeal,review
77238,the subtitles fool you,review
78161,ingenious and often,review
60990,a kid can go through,review
5413,lightweight escapist film,review
42269,innocent and jaded,review
36286,"super - violent ,",review
84799,That Heaven Allows,review
26662,ca n't miss it .,review
78898,without reeking of research library dust,review
31805,seems to care about the bottom line,review
40949,sustains a higher plateau,review
55989,modern motion picture,review
73302,creates something more beautiful than either of those films,review
15995,and immature character,review
39742,a bad rock concert,review
49234,stuffing himself into an electric pencil sharpener,review
63028,Schneider 's mugging is relentless and,review
40526,"resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon",review
42579,New Zealand and Cook Island locations,review
85441,of the best actors there is,review
8133,Japan 's wildest filmmaker,review
9526,it succeeds .,review
9679,a piece of handiwork,review
66047,serves as a rather thin moral,review
39654,this film should have remained,review
47761,seems to elicit a chuckle,review
24170,it must be admitted,review
67011,is an all-time low for Kevin Costner .,review
7856,make the transition,review
21112,"wild , endearing , masterful",review
32667,as a government \/ Marine\/legal mystery,review
78472,Schneidermeister ... Makin ' a fool of himself ...,review
68007,enough charm and,review
6702,"beautiful , unusual music",review
14123,"uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter",review
29015,"cinematic intoxication ,",review
28546,makes the journey feel like a party,review
12009,a comic book with soul,review
75603,Ranges from laugh-out-loud hilarious to wonder-what -,review
28591,in the '60s,review
61721,of John C. Walsh 's Pipe Dream,review
60195,last week 's issue,review
73851,Brown Sugar turns out to be a sweet and enjoyable fantasy,review
1583,of its scrapbook of oddballs,review
42541,show this movie to reviewers,review
43655,A reasonably entertaining sequel to 1994 's surprise family,review
1837,a visual flair,review
57261,expertly plucking tension from quiet,review
41883,for Smokey Robinson,review
10608,into Scrooge .,review
73271,a spellbinding serpent 's smirk,review
34332,carrying a bag of golf clubs over one shoulder,review
72530,the cinematic equivalent of high humidity,review
80357,keep you interested without coming close to bowling you over,review
46758,Mediocre fable from Burkina Faso .,review
38939,"The story is -- forgive me -- a little thin ,",review
7821,far more stylish,review
63718,next to Nanook,review
61022,another in this supposedly funny movie,review
2003,dramatic things happen to people,review
8049,with but they 're simply not funny performers,review
73201,The film 's intimate camera work,review
53656,"layered , well-developed characters and some surprises",review
46595,it should be poignant,review
30046,the excellent performances,review
62339,watch as a good spaghetti western,review
27193,well dressed and well,review
6793,badder than bad,review
41716,were it not for De Niro 's participation,review
78240,putrid it is not worth,review
35486,abandon their scripts and go where the moment takes them,review
22955,says he has to ?,review
59147,"there , done that ,",review
67466,with acting ambition but no sense of pride or shame,review
27007,a fresh view of an old type,review
17389,the gifted Korean American stand-up,review
53204,a satirical style,review
53260,the scope and shape,review
83520,If Jews were Catholics,review
9727,already relayed by superb,review
13792,whether or not,review
29749,a journey back,review
26714,"Director Carl Franklin ,",review
78997,is more timely now,review
16042,a vision both painterly and literary,review
51751,"The cast , collectively a successful example of the lovable-loser protagonist",review
81143,one decent performance,review
44197,'s about family,review
66702,that is revelatory,review
78935,"of your typical Majid Majidi shoe-loving , crippled children",review
24403,sticking its head,review
4706,sometimes improbable story,review
61213,deeply touching melodrama,review
28735,"a strong , character-oriented piece",review
62865,Solondz 's thirst,review
14142,bravery and dedication,review
78154,this Thornberry stuff,review
75573,undercuts the joie de vivre even as he creates,review
45196,what associations you choose to make,review
12552,This heist flick about young Brooklyn hoods,review
14387,its gaudy Hawaiian shirt,review
29946,Heartwarming and gently comic even as the film breaks your heart .,review
8841,a sort of inter-species parody of a VH1 Behind the Music episode,review
29063,in my opinion,review
79496,The movie is a mess from start to finish .,review
25711,old MIB label,review
710,"stoner midnight flick , sci-fi deconstruction ,",review
42695,"'re merely signposts marking the slow , lingering death of imagination",review
21959,are as maudlin as any after-school special you can imagine,review
18590,the Supremes the same way,review
44781,a driver 's,review
20218,of these characters,review
947,of its music or comic antics,review
76818,is deeply and rightly,review
37917,is greatness here .,review
62982,the costuming of the stars,review
76894,made the film more cohesive,review
21141,Executed with such gentle but insistent sincerity,review
53708,'s stuff here to like,review
38510,has little wit and no surprises,review
3430,in the right place,review
49550,uses Grant 's own twist of acidity,review
38704,a nuanced portrait,review
73337,how to inflate the mundane into the scarifying,review
83265,"flaws , but also stretches of impact and moments of awe",review
32529,make Mel Brooks ' Borscht Belt schtick look sophisticated .,review
5053,with a fair amount,review
1408,the film as a bonus feature,review
85614,of genuine excitement,review
42366,prove his worth,review
85606,by its perfunctory conclusion,review
74150,to a courageous Scottish lady,review
32903,took the Farrelly Brothers comedy and feminized it,review
24126,the bizarre is credible and,review
42142,"the edge of wild , lunatic invention",review
84014,such high-wattage brainpower coupled with pitch-perfect acting and,review
216,of the publishing world,review
74836,"college dorm rooms ,",review
39292,a wacky concept,review
51586,down a familiar road with a few twists,review
12326,flick that scalds like acid .,review
46739,harps on media-constructed ` issues ',review
40662,more inadvertent ones,review
1597,would be well to heed,review
51570,high-minded snoozer .,review
83240,the plot almost arbitrary,review
21453,"of beauty , grace and a closet full of skeletons",review
15697,have been as a film,review
85350,directed but terminally cute drama .,review
21561,make Paid in Full worth seeing .,review
40538,come with the warning ``,review
31143,darker unnerving role,review
52545,"an emotional level , funnier ,",review
64300,to stop watching,review
36195,some visual wit,review
2117,needless chase scenes and swordfights as the revenge unfolds,review
35663,change while remaining true to his principles,review
56827,goes where you expect and often surprises you with unexpected comedy,review
48020,in his cynicism for reverence and a little wit,review
81817,a starting point,review
37776,has ever produced .,review
65981,overrides what little we learn along the way about vicarious redemption .,review
45135,fun and reminiscent,review
56747,to whether you 've seen pornography or documentary,review
16888,of the writing,review
25168,solidly entertaining and moving family drama,review
10614,to seasonal cheer,review
47438,conveying despair and love,review
69522,a satisfactory overview,review
56077,a poster boy for the geek generation,review
43954,such exuberance and passion,review
84583,"Imagine Kevin Smith , the blasphemous bad boy of suburban Jersey",review
15690,"ultra-violent war movies ,",review
65372,from inside out,review
80225,-LRB- sci-fi -RRB-,review
75531,with a pronounced Monty Pythonesque flavor,review
83826,is a diverting -- if predictable -- adventure suitable for a matinee,review
53705,did n't entirely grab me,review
567,silly rather than,review
11613,cornball sequel .,review
61666,"` Lovely and Amazing , ' unhappily ,",review
27736,"is , not fully .",review
44132,that makes the more hackneyed elements of the film easier to digest,review
45755,It 's incredible the number of stories the Holocaust has generated .,review
52240,an encounter with the rich,review
21125,each other psychologically,review
80754,with this movie,review
49382,The Ya-Ya 's have many secrets and,review
27858,should go for movie theaters .,review
42889,a good match of the sensibilities of two directors,review
49325,'s hard to imagine acting that could be any flatter .,review
4217,through this film,review
12141,at lengthy dialogue scenes,review
38679,"An admitted egomaniac , Evans is no Hollywood villain , and",review
64617,"a tour de force ,",review
63983,this utterly ridiculous shaggy dog story as one,review
5193,a little too,review
24721,Lightweight but appealing .,review
10433,could be so flabby,review
36807,on both sides of the issues,review
64451,in someone screaming,review
37533,a good movie ye who enter here,review
53935,do n't have a clue on the park .,review
7854,make the transition from stage to screen with considerable appeal intact,review
63387,Though it pretends to expose the life of male hustlers,review
31609,sets for itself,review
37105,its otherwise comic narrative,review
73159,too dark to be decipherable,review
51180,for both the scenic splendor of the mountains,review
30852,looks better than it feels,review
39471,need a stronger stomach than us,review
74356,transcends their predicament,review
54326,enough sweet and traditional romantic comedy to counter the crudity,review
44287,bushels of violence,review
11682,` Matrix ' -,review
38487,without any of the pretension associated with the term,review
16909,to the film 's circular structure,review
13194,capturing inner-city life,review
30696,Jaglom 's self-conscious and gratingly irritating films,review
49309,if it made its original release date last fall,review
15497,A really good premise is frittered away in middle-of-the-road blandness .,review
25144,the way of a too-conscientious adaptation,review
68636,should get to know,review
23406,Trying to Break Your Heart,review
44805,demographically targeted to please every one -LRB- and no one -RRB-,review
66149,anachronistic quick edits and,review
55775,"the unfulfilling , incongruous , `` wait a second",review
39572,have a captain,review
19851,enough cool fun here,review
50365,the strain is all too evident,review
21665,Robert De Niro performance,review
23669,sights and sounds,review
54472,"a youthful , out-to-change-the-world aggressiveness",review
40909,to be an effectively chilling guilty pleasure,review
53600,"unearth the quaking essence of passion , grief and fear",review
77767,young artist 's,review
28449,have sufficient heft to justify its two-hour running time,review
40868,"The performances of the children , untrained in acting",review
12331,A moving and stark reminder,review
19117,went over my head or,review
12021,modestly action-oriented World War II adventure,review
6302,settles into a warmed over pastiche .,review
39125,not for everyone,review
43901,the obligatory outbursts,review
3590,a movie audience,review
35431,'ll like Promises,review
34090,-- and long -- for its own good,review
13309,to surrealism and black comedy,review
68065,the question how much souvlaki can you take before indigestion sets in,review
48591,"a formula comedy redeemed by its stars ,",review
31227,with a decent budget,review
10628,deals with hot-button issues in a comedic context,review
82266,in Black and White,review
85148,plays better on video with the sound,review
71245,"it with Ring , an indisputably spooky film",review
85602,loses its fire midway,review
30909,"this superficially loose , larky documentary",review
6579,action confined to slo-mo gun firing and random glass-shattering,review
16337,not the Craven of ' A Nightmare,review
19278,"listless , witless , and",review
35115,stays close to the ground in a spare and simple manner and,review
80593,of teenagers fixating on its body humour and reinforcement of stereotypes,review
53877,"an extraordinary poignancy ,",review
9491,by acting as if it were n't,review
68907,have been edited at all,review
66975,a loved one,review
5164,Mark Romanek 's,review
23614,poorly rejigger Fatal Attraction into a high school setting,review
45665,"burning , blasting",review
66359,to be remembered by,review
38330,is a movie that also does it by the numbers,review
76931,playing characters who sometimes feel more like literary conceits than flesh-and-blood humans,review
16986,"Truth or Consequences , N.M. ' or",review
2845,one woman 's,review
4202,stymied by accents thick as mud,review
32877,all this contrived nonsense a bit,review
84592,most of his budget and,review
34868,the 1989 Paradiso will prefer this new version,review
79796,'d never guess that from the performances .,review
3398,is the heart and soul of cinema,review
83857,", then you 're in for a painful ride .",review
41967,the storyline and its underlying themes,review
7398,take us by surprise,review
69617,and Nanette Burstein,review
66091,when flattened onscreen,review
75324,do n't quite fit together,review
56600,of the situation in Northern Ireland in favour of an approach,review
12309,The cast is spot on and the mood is laid back .,review
76824,soulful and unslick,review
71772,shows -- reality shows for God 's sake,review
85866,make often enough,review
38654,way too full,review
14982,At 78 minutes it just zings along with vibrance and warmth .,review
45884,a lump of coal,review
323,ends up sounding like satire,review
44788,to find better entertainment,review
33631,A rude black comedy,review
80515,Bubba Ho-Tep 's clearly evident quality,review
14771,alternate reality ',review
14298,of ` the King,review
83091,first-timer Hilary Birmingham,review
32490,", but not all that good .",review
71647,a stereotypical one of self-discovery,review
83375,Congrats Disney on a job well done,review
41598,sound promising in theory,review
12140,several attempts at lengthy dialogue scenes,review
63336,with little style,review
68926,My Father compelling,review
6966,Light the candles,review
40580,"really long , slow and dreary time",review
30763,a feel movie,review
22920,"Go for La Salle 's performance , and make",review
1462,were n't silly,review
18004,you never knew existed,review
2428,is one of world cinema 's most wondrously gifted artists and storytellers,review
85030,"Ben Stiller 's Zoolander ,",review
56711,that he so stringently takes to task,review
82248,these words have ever been together in the same sentence,review
4558,"may not , strictly speaking , qualify as revolutionary .",review
59569,convenient conveyor belt,review
56024,informed by the wireless,review
25044,Troubling and powerful,review
76298,A touching drama,review
40007,with music and laughter,review
12948,that flow through the Hollywood pipeline without a hitch,review
42517,provides an invaluable service by sparking debate and encouraging thought,review
45975,raises serious questions,review
32960,", kinetically-charged spy flick worthy",review
74668,and political issues,review
58315,a few cheap shocks from its kids-in-peril theatrics,review
2152,"is depressing , ruthlessly pained and depraved",review
19573,to the whole enterprise,review
22614,becomes a sermon for most of its running time .,review
60188,a cutting Hollywood satire,review
37214,", it 's nowhere near as good as the original .",review
80561,the wizard of God,review
17491,is not as well-conceived as either of those films,review
36054,Ian Holm conquers France as an earthy Napoleon,review
34900,be in the right place,review
80424,like a bad idea from frame one,review
23414,Just when you think you are making sense of it,review
30765,The sound of GUNFIRE and cell phones,review
14103,Funny and touching .,review
39196,"warm , inviting",review
13691,from the one most of us inhabit,review
6268,upon the relationships of the survivors,review
60027,Unwieldy contraption .,review
30001,are ones in formulaic mainstream movies .,review
38200,", its story was making no sense at all",review
70535,bed or insurance company office,review
37143,an appealing couple,review
13546,"a larger-than-life figure ,",review
66383,between Chaplin and Kidman,review
5557,throws in too many conflicts,review
35221,Williams ' usual tear and,review
64750,fashioning an engrossing entertainment,review
57637,one summer film that satisfies,review
3643,the lazy plotting ensures that little of our emotional investment pays off,review
48059,", and irritating",review
52401,'60s caper film,review
35654,"see an artist , still committed to growth in his ninth decade",review
66563,with ` issues ',review
6811,the premise other than fling gags at it,review
52011,", Martin is a masterfully conducted work .",review
24942,of Disney animation,review
40180,"they '' were , what `` they '' looked like",review
23181,gets us in trouble,review
76437,all portent and,review
74134,'s the inimitable Diaz,review
7641,are drying out from spring break,review
37239,to be seen everywhere,review
42193,a 1986 Harlem,review
50074,are not an eighth grade girl,review
57535,might have made a point or two regarding life,review
40676,Narc is a no-bull throwback to 1970s action films .,review
21350,growing strange hairs,review
72321,minds and hearts,review
83348,of an Asian landscape painting,review
53449,If the film fails to fulfill its own ambitious goals,review
70836,What it lacks in substance it makes up for in heart .,review
84667,in a bad-movie way,review
15631,does n't have enough innovation or pizazz to attract teenagers,review
23928,his sentimental journey,review
84871,have done to survive,review
42258,", forgiveness and love",review
27263,misguided acts of affection,review
44490,'s every bit,review
40757,the perfectly pitched web of tension,review
38203,making no sense at all,review
71750,is full of charm .,review
64733,Best of all,review
15469,trust an audience 's intelligence,review
2655,of all those famous moments,review
9215,Been there done that,review
6341,intelligence and originality,review
79840,granted in most films are mishandled here,review
77601,a suspenseful spin,review
25909,"that elusive , lovely place",review
81138,Norton holds the film together .,review
19179,the insightful writer\/director responsible for this illuminating comedy,review
38450,"intelligent , and humanly funny film",review
41942,it ought to be,review
54096,the Yiddish stage,review
16677,quickly switches into something more recyclable than significant,review
18457,"intelligent , realistic portrayal",review
1369,those who paid for it and,review
22938,stitched together from stock situations and characters,review
79895,to his day job,review
40199,a lot more bluster than bite,review
28371,"a beautifully shot , but ultimately flawed film",review
43695,No amount of blood and disintegrating vampire cadavers,review
8472,constrictive Eisenhower era,review
14884,a modern Lothario,review
65796,Frank Capra 's classic,review
14256,Ravel 's Bolero,review
45676,I found What Time,review
631,a particularly dark moment in history,review
82222,as long as you 're wearing the somewhat cumbersome 3D goggles,review
56166,to Vietnam and the city,review
51296,to the background -- a welcome step,review
81486,denied her own athleticism by lighting that emphasizes every line and sag,review
15077,countless other flicks about guys and dolls,review
51154,Tells -LRB- the story -RRB-,review
43903,"the incessant , so-five-minutes-ago pop music",review
41834,does in Trouble Every Day,review
14641,the relentless gaiety,review
16284,"Ladies and Gentlemen ,",review
50647,Roger the sad cad that really gives the film its oomph,review
23072,one of the best gay love stories,review
74315,I 'm left slightly disappointed that it did n't .,review
20789,"with laptops , cell phones and sketchy business plans",review
44280,of the American War,review
8546,generic scripts that seek to remake Sleepless in Seattle again and again,review
43714,"Ice Cube is n't quite out of ripe screwball ideas ,",review
65894,pulling on heartstrings,review
10228,moving as the filmmakers seem to think,review
73085,own solemn insights,review
54229,does feel like a short stretched out to feature length .,review
9699,of Bielinsky 's,review
41215,seeing the film,review
44345,have n't seen before from Murphy,review
70288,I do n't know what she 's doing in here,review
62064,no real consequence,review
27850,treacly films about inspirational prep-school professors and,review
66177,sink this ` sub ',review
17024,worth the concentration,review
82315,many good ideas,review
47619,`` ambitious failure,review
80921,'s not at his most critically insightful,review
11773,of the scary parts in ` Signs ',review
20556,with more emotional force than any other recent film,review
31910,Notorious C.H.O. hits all the verbal marks it should .,review
77674,hugely entertaining and uplifting,review
68948,had a good cheesy B-movie playing in theaters since ... well,review
12703,wears out its limited welcome,review
58888,'s a rock-solid little genre picture,review
36381,the collaborative process,review
75158,", at best ,",review
30324,poverty and hardship,review
2873,were watching monkeys flinging their feces at you,review
8545,romantic comedy genre,review
16236,"a rushed , slapdash , sequel-for-the-sake - of-a-sequel",review
62842,good video game movie,review
69571,back the springboard,review
22824,via Kirsten Dunst 's remarkable performance,review
56039,might be called Iranian,review
47118,are about what you 'd expect,review
34325,strolls through this mess with a smug grin,review
55874,got as potent a topic as ever here,review
59589,smuggling drugs inside Danish cows,review
38684,Evans is no Hollywood villain,review
69745,"was so endlessly , grotesquely",review
2914,was sent a copyof this film to review on DVD .,review
73496,maybe even its inventiveness,review
6430,a strange new world,review
64017,need another film that praises female self-sacrifice,review
76675,about surprising us,review
21000,permitting its characters,review
40606,"This is a dark , gritty , sometimes funny little gem .",review
32945,"individual moments of mood ,",review
64324,that embroils two young men,review
23726,in its comedy,review
51541,would have no problem giving it an unqualified recommendation .,review
32589,be drained of human emotion,review
38107,", participatory spectator sport . '",review
59776,An effective portrait of a life in stasis,review
10352,is drowned out by director Jon Purdy 's sledgehammer sap,review
13590,than the caterer,review
65244,"The problem , amazingly enough",review
15683,eminently engrossing film,review
44598,without any more substance,review
80212,For something as splendid-looking as this particular film,review
24331,stop buying tickets,review
77765,a young artist 's thoughtful consideration,review
31563,the perfervid treatment,review
62201,a decent attempt,review
15390,its characters ' decisions,review
34562,fall closer in quality to Silence than to the abysmal Hannibal,review
15322,what we value in our daily lives,review
77337,who 's being conned right up to the finale,review
81765,is a haunting dramatization of a couple 's moral ascension,review
69454,what on earth is going on,review
35944,managed to convey a tiny sense of hope,review
12665,to eat Brussels sprouts,review
78284,despite the efforts of a first-rate cast,review
19544,a bad name,review
30090,stubborn and charismatic,review
25630,S1M0NE 's satire is not subtle,review
59801,too predictable and far too cliched,review
84947,a great writer and dubious human being,review
49396,have his characters stage shouting,review
55469,falls flat as a spoof .,review
24826,this genre since the 1984 uncut version of Sergio Leone,review
36590,between being wickedly funny and just plain wicked,review
52364,"Most fish stories are a little peculiar ,",review
81846,-- worst of all --,review
22975,have lost the ability to think,review
77930,is a sobering meditation on why we take pictures,review
74256,Excruciatingly unfunny and pitifully unromantic .,review
10486,"with star power , a pop-induced score",review
15070,The film oozes craft .,review
35816,the very history,review
44532,this film special,review
39726,and funny story,review
32480,", tragedy , bravery , political intrigue , partisans and sabotage",review
61369,Its director 's most substantial feature for some time .,review
54596,have come from a Xerox machine rather than -LRB- writer-director -RRB- Franc,review
69158,Pinochet 's victims,review
7324,a huge heart,review
43748,the two leads delivering Oscar-caliber performances,review
70969,the agony of making people,review
62497,This fascinating look,review
75622,A fast paced and suspenseful Argentinian thriller,review
52044,in the hip-hop indie Snipes,review
63562,so many people put so much time and energy into this turkey,review
19079,of the season than the picture,review
6565,the audience can tell it 's not all new,review
65719,anything we have n't seen before,review
82404,satisfy the most emotionally malleable of filmgoers,review
78308,dreams when you 're a struggling nobody,review
37183,"is dark , brooding and slow",review
16084,rise above its disgusting source material,review
60238,-LRB- A -RRB- stale retread of the '53 original .,review
5397,we are undeniably touched .,review
14002,", bad , bad movie",review
39986,is not the same as one battle followed by killer CGI effects,review
4069,This misty-eyed Southern nostalgia piece,review
4288,a powerful though flawed movie,review
31144,be the first cartoon,review
14800,well-paced and ultimately,review
53637,it collapses into exactly the kind of buddy cop comedy,review
5572,"is funny , scary and sad",review
78061,the effect comes off as self-parody .,review
51097,come in to the film with a skateboard under your arm,review
39180,a true believer,review
64195,"'s a movie that ends with Truckzilla , for cryin '",review
49977,a general air,review
82935,really does n't have much to say beyond the news,review
6663,a terrible movie,review
66948,romantic nor comedic,review
67886,that manages to invest real humor,review
55927,of the boy,review
41354,the piece works,review
55976,The picture emerges as a surprisingly anemic disappointment .,review
62109,"fast , funny , and even touching",review
54127,how funny they could have been in a more ambitious movie,review
46160,nothing about who he is or who he was before,review
41475,ca n't recommend it .,review
62045,would be all that interesting .,review
50769,Its weighty themes,review
64618,written and directed so quietly that it 's implosion,review
7131,The huskies are beautiful,review
34248,has been properly digested,review
39668,a film like The Hours as an alternative,review
63803,An infinitely wittier version of the Home Alone formula .,review
19567,"'s a choppy , surface-effect feeling to the whole enterprise .",review
49431,an unsettling picture of childhood innocence combined with indoctrinated prejudice,review
64109,a film that takes a stand in favor of tradition and warmth,review
11015,set at sea,review
68674,"affecting , amusing , sad and reflective",review
82072,vicious as its characters,review
2520,may not have the highest production values you 've ever seen,review
11392,never overwhelms the other,review
62782,that so often end up on cinema screens,review
69810,"Monsters , Inc.",review
25178,"a silly , Nickelodeon-esque kiddie flick",review
13096,typical junkie opera,review
73184,"age , gender , race , and class",review
29650,as it turns out,review
7242,of the kind of energy it 's documenting,review
27150,battle and action sequences,review
44803,"wildly overproduced , inadequately motivated",review
72027,gives it a terrible strength,review
74932,than a provocative piece of work,review
57676,track of ourselves,review
8754,Dylan Thomas alive to witness first-time director,review
8445,a fairly weak retooling,review
55413,"Sorority Boys ,",review
23896,be foreign in American teen comedies,review
8070,their super-simple animation,review
31200,police chief Scarpia,review
35211,explored with infinitely more grace and eloquence in his Prelude,review
3316,by the Sea 's interpersonal drama,review
34896,"Adam Sandler 's heart may be in the right place ,",review
14,none of which amounts to much of a story,review
13705,with a life-affirming message,review
41249,to sustain the film,review
4271,would -- with moist eyes,review
76101,particularly for JFK conspiracy nuts -RRB-,review
35867,about the relationships rather than,review
67323,thoroughly dislikable study in sociopathy .,review
20294,Twohy 's a good yarn-spinner,review
61109,is n't as quirky,review
35279,frustrates and captivates,review
79231,that they are actually movie folk,review
8642,love its fantasy and adventure,review
54625,see this delightful comedy,review
8767,to change his landmark poem to,review
42471,Duvall is strong as always .,review
78807,lift -LRB- this -RRB- thrill-kill cat-and-mouser,review
8664,to say nothing of boring .,review
43292,'s similarly updated 1970 British production,review
80993,'ve learned the hard way just how complex international terrorism is,review
6792,'s badder than bad,review
48386,"a severe case of oversimplification , superficiality and silliness",review
83444,set the cause of woman warriors back decades,review
75587,"Every visual joke is milked , every set-up obvious and lengthy ,",review
49697,better off staying on the festival circuit,review
73722,a hand-drawn animated world,review
39460,If you 're looking to rekindle the magic of the first film,review
39548,quieter domestic scenes of women,review
18925,of the latter experience,review
56490,chitchat that only self-aware neurotics engage in,review
80116,itself so deadly seriously,review
73576,like a cheap lawn chair,review
74511,", even sexy",review
12744,lost their movie mojo,review
16702,once it gets rolling,review
40866,is another liability,review
64946,the time or some judicious editing,review
18820,could shake a stick at,review
41296,a Crocodile Hunter fan,review
60608,yet surprisingly entertaining,review
39276,people going in this crazy life,review
79542,1991 dog Rover,review
2867,just such a dungpile,review
21148,appreciation of the daily,review
2624,never rises above mediocrity,review
29562,"jump cuts , fast editing and lots of pyrotechnics",review
16251,both the turmoil of the time,review
85293,"not a classic , but a movie the kids",review
58303,a lazy exercise in bad filmmaking,review
31466,", awe-inspiring visual poetry",review
65117,for his next project,review
28719,"all its plot twists ,",review
2204,to understand a complex story,review
34151,pass a little,review
14357,"a caffeinated , sloppy brilliance ,",review
82152,is so insanely dysfunctional,review
5048,even when the movie does n't,review
14770,` alternate reality ',review
63291,"no solace here , no entertainment value",review
58548,"flawless film , -LRB- Wang -RRB-",review
29461,wonderfully warm human drama,review
80336,his entire script,review
47034,all the wrong moments,review
74707,merely pretentious -- in a grisly sort of way,review
39902,use a little American Pie-like irreverence,review
5070,so hard at leading lives of sexy intrigue,review
81825,appeal to anyone willing to succumb to it,review
23888,in anime like this,review
6814,fling gags at it,review
18308,at the edge of your seat for long stretches,review
83003,a superior movie,review
174,In the Mood for Love -- very much a Hong Kong movie,review
69044,the gift of tears,review
33526,I found it weirdly appealing,review
53978,"rhetoric , which are included",review
44469,having a hard time,review
37623,easy to like,review
75133,that fails to make adequate,review
29555,prints and film footage,review
44198,Not good enough,review
72745,seeking to pull a cohesive story out,review
8729,Hanna-Barbera 's half-hour cartoons,review
30413,maintains an appealing veneer,review
71548,being `` in the mood '',review
25058,infuriating about Full Frontal,review
83420,"concerned with aggrandizing madness , not the man",review
40805,assuming that ... the air-conditioning in the theater,review
29245,is a constant,review
56479,the TV-cops comedy Showtime,review
86074,The French director,review
77021,and at times,review
34310,tosses around sex toys and offers,review
22440,The film sometimes flags,review
50474,No amount of nostalgia for Carvey 's glory days,review
28362,"its costars ,",review
56568,the secret 's eventual discovery,review
34973,with its moving story,review
50246,but certainly to people with a curiosity about,review
51717,in danger of going wrong,review
71030,feels all too familiar,review
30968,physical time and space,review
158,a sweet and modest and,review
65276,are of the highest and the performances attractive without being memorable .,review
49047,is actually quite vapid .,review
1485,of living mug shots,review
84636,to get through The Country Bears,review
13769,has actually bothered to construct a real story this time,review
40401,... quite good at providing some good old fashioned spooks .,review
7426,than political activists,review
74470,"Some are fascinating and others are not , and",review
81300,to a mood that 's sustained through the surprisingly somber conclusion,review
52665,"its script ,",review
68379,no question that Epps scores once or twice,review
16908,loses himself to the film 's circular structure,review
50972,zippy jazzy score,review
74298,the other foul substances,review
68686,Laissez-passer has all the earmarks of French cinema at its best .,review
85312,was an honest effort,review
22438,The film sometimes flags ... but,review
17058,put on a show,review
81640,the weak payoff,review
63191,happen in America,review
55696,", the film is essentially juiceless .",review
57488,of a good woman,review
73373,a historic scandal,review
67280,` innovative ' and ` realistic ',review
11969,'s little to be learned from watching ` Comedian ',review
50799,it pushes its agenda too forcefully,review
47535,as that sentiment,review
77178,like a drag queen,review
83944,An eye-boggling blend,review
79211,same old story,review
4498,"compelling , damaged characters who we want to help -- or hurt",review
21650,like The Ghost and Mr. Chicken,review
41801,Director Uwe Boll and writer Robert Dean Klein,review
35499,did just that and it 's what makes their project so interesting,review
46496,The most surprising thing,review
66545,Who are ` they ' ?,review
75224,"the film , directed by Joel Zwick ,",review
43312,that grew hideously twisted,review
9109,but especially from France,review
49397,his characters stage shouting,review
12493,The Santa Clause 2 's plot,review
50583,Wise and deadpan humorous .,review
20812,"This charming , thought-provoking New York fest",review
4788,A heartening tale of small victories,review
29496,do n't make movies like they used to anymore,review
39542,"the pitch of his movie ,",review
27773,"Lillard and Cardellini earn their Scooby Snacks ,",review
68124,ticket to ride a Russian rocket,review
41708,"-LRB- A -RRB- thoughtful , visually graceful work .",review
19402,Throw Smoochy from the train,review
80196,a certain part of a man 's body,review
9665,"sanctimonious , self-righteous and",review
49046,itself is actually quite vapid .,review
12143,one eventually resents having to inhale this gutter romancer 's secondhand material,review
80547,parable about honesty and good sportsmanship,review
43095,feels much longer,review
41161,for a three-minute sketch,review
72893,to date in this spy comedy franchise,review
79037,than his own cremaster,review
67489,"lacking in suspense , surprise and consistent emotional conviction",review
28940,his previous works,review
8324,An ambitious and moving but bleak film,review
21828,even on a curve,review
